購入日,顧客ID,従業員数,商品カテゴリ,ID,単価,注文数,購入額
2020/3/17,CS005995,22,むぎ茶飲料,PD08603,200,28,5600
2020/3/18,CS000769,94,コーヒー,PD02646,150,39,5850
2020/3/18,CS008625,7,ミネラルウォーター類,PD05085,100,3,300
2020/3/18,CS000730,70,ミネラルウォーター類,PD07730,150,30,4500
2020/3/18,CS001036,26,ミネラルウォーター類,PD03844,200,39,7800
2020/3/18,CS005679,124,豆乳類等,PD06115,200,137,27400
2020/3/18,CS000535,193,ミネラルウォーター類,PD07514,200,54,10800
2020/3/18,CS008910,400,スポーツ飲料等,PD08590,150,48,7200
2020/3/18,CS000662,67,果実フレーバー／着色炭酸飲料,PD09837,150,68,10200
2020/3/18,CS007379,231,スポーツ飲料等,PD02366,120,241,28920
2020/3/18,CS003260,40,スポーツ飲料等,PD04562,200,42,8400
2020/3/18,CS008910,400,コーラ炭酸飲料,PD00426,200,402,80400
2020/3/18,CS006334,98,コーヒー,PD03697,150,95,14250
2020/3/18,CS006334,98,コーラ炭酸飲料,PD07619,150,94,14100
2020/3/18,CS000535,193,果実ジュース（果汁100%）,PD00278,200,181,36200
2020/3/18,CS000396,23,むぎ茶飲料,PD02987,120,12,1440
2020/3/18,CS008365,16,スポーツ飲料等,PD04038,150,39,5850
2020/3/18,CS008799,106,ミネラルウォーター類,PD06376,200,98,19600
2020/3/19,CS008365,16,コーラ炭酸飲料,PD08910,150,27,4050
2020/3/19,CS000396,23,むぎ茶飲料,PD00705,200,5,1000
2020/3/19,CS003277,7,ミネラルウォーター類,PD05708,120,18,2160
2020/3/19,CS007776,131,コーヒー,PD03933,200,46,9200
2020/3/19,CS003958,53,コーヒー,PD02092,150,65,9750
2020/3/19,CS003184,259,スポーツ飲料等,PD02366,120,34,4080
2020/3/19,CS000557,64,ウーロン系飲料,PD03896,150,37,5550
2020/3/19,CS006662,13,ミネラルウォーター類,PD05638,150,10,1500
2020/3/19,CS005188,21,ミネラルウォーター類,PD07744,100,54,5400
2020/3/19,CS004392,103,栄養ドリンク炭酸飲料,PD06932,150,35,5250
2020/3/19,CS004658,32,栄養ドリンク炭酸飲料,PD08213,150,38,5700
2020/3/19,CS004392,103,果汁入り炭酸飲料（5%以上10%未満）,PD00325,150,104,15600
2020/3/19,CS007425,55,むぎ茶飲料,PD03729,200,60,12000
2020/3/19,CS000730,70,コーヒー,PD03374,200,64,12800
2020/3/19,CS006334,98,ブレンド茶飲料,PD06822,150,40,6000
2020/3/19,CS000535,193,スポーツ飲料等,PD05791,120,198,23760
2020/3/19,CS007974,224,豆乳類等,PD09180,150,45,6750
2020/3/19,CS005679,124,コーヒー,PD07238,200,123,24600
2020/3/19,CS003260,40,ミネラルウォーター類,PD09736,150,56,8400
2020/3/19,CS008910,400,ウーロン系飲料,PD08226,150,32,4800
2020/3/19,CS007150,8,コーヒー,PD05793,150,9,1350
2020/3/19,CS008239,159,果汁入り炭酸飲料（5%以上10%未満）,PD06520,150,151,22650
2020/3/20,CS006627,58,栄養ドリンク炭酸飲料,PD01167,150,62,9300
2020/3/20,CS006662,13,ブレンド茶飲料,PD07614,200,40,8000
2020/3/20,CS004971,45,コーヒー,PD04234,150,72,10800
2020/3/20,CS007379,231,むぎ茶飲料,PD03353,150,38,5700
2020/3/20,CS005896,24,栄養ドリンク炭酸飲料,PD09228,150,27,4050
2020/3/20,CS006334,98,ミネラルウォーター類,PD04251,150,94,14100
2020/3/20,CS008625,7,コーラ炭酸飲料,PD03447,150,35,5250
2020/3/20,CS008910,400,果汁入り飲料（ネクター類）,PD04657,200,36,7200
2020/3/20,CS005564,126,ミネラルウォーター類,PD04747,150,34,5100
2020/3/20,CS003012,66,コーヒー,PD04976,150,67,10050
2020/3/20,CS009137,80,スポーツ飲料等,PD02366,120,83,9960
2020/3/20,CS001690,14,ミネラルウォーター類,PD09390,200,13,2600
2020/3/20,CS007425,55,むぎ茶飲料,PD04005,150,38,5700
2020/3/20,CS000734,57,コーヒー,PD02646,150,75,11250
2020/3/20,CS000396,23,コーラ炭酸飲料,PD08910,150,21,3150
2020/3/20,CS005761,122,ミネラルウォーター類,PD03789,200,44,8800
2020/3/20,CS009137,80,コーラ炭酸飲料,PD09011,100,42,4200
2020/3/20,CS005432,320,ミネラルウォーター類,PD08324,100,36,3600
2020/3/20,CS003260,40,むぎ茶飲料,PD01465,200,48,9600
2020/3/20,CS005114,86,ミネラルウォーター類,PD09472,200,42,8400
2020/3/20,CS004392,103,スポーツ飲料等,PD07335,150,94,14100
2020/3/20,CS000965,6,ミネラルウォーター類,PD02239,100,6,600
2020/3/21,CS007131,71,むぎ茶飲料,PD08603,200,74,14800
2020/3/21,CS005968,82,コーヒー,PD07551,200,60,12000
2020/3/21,CS000896,79,ブレンド茶飲料,PD00224,150,33,4950
2020/3/21,CS000409,24,ミネラルウォーター類,PD01817,150,41,6150
2020/3/21,CS004392,103,ミネラルウォーター類,PD07505,100,106,10600
2020/3/21,CS008540,152,ミネラルウォーター類,PD02927,200,154,30800
2020/3/21,CS005679,124,ミネラルウォーター類,PD01990,150,51,7650
2020/3/21,CS000921,24,ミネラルウォーター類,PD06002,150,19,2850
2020/3/21,CS000896,79,スポーツ飲料等,PD06886,150,94,14100
2020/3/21,CS000662,67,コーラ炭酸飲料,PD09011,100,74,7400
2020/3/21,CS004234,126,コーヒー,PD01287,200,47,9400
2020/3/21,CS006190,33,コーヒー,PD00144,150,16,2400
2020/3/21,CS001621,58,ミネラルウォーター類,PD05255,150,53,7950
2020/3/21,CS007425,55,コーヒー,PD02646,150,49,7350
2020/3/21,CS000396,23,栄養ドリンク炭酸飲料,PD07470,200,33,6600
2020/3/21,CS004000,79,ミネラルウォーター類,PD06836,200,32,6400
2020/3/21,CS004465,54,コーラ炭酸飲料,PD01155,120,46,5520
2020/3/21,CS000535,193,スポーツ飲料等,PD04541,150,199,29850
2020/3/21,CS007982,204,むぎ茶飲料,PD00407,200,209,41800
2020/3/21,CS008646,7,ミネラルウォーター類,PD05710,200,1,200
2020/3/21,CS000396,23,スポーツ飲料等,PD02652,100,25,2500
2020/3/21,CS003012,66,コーヒー,PD04975,100,60,6000
2020/3/21,CS008365,16,ミネラルウォーター類,PD03756,150,41,6150
2020/3/21,CS000896,79,果実フレーバー／着色炭酸飲料,PD02597,150,63,9450
2020/3/22,CS008625,7,コーラ炭酸飲料,PD08266,150,49,7350
2020/3/22,CS003925,40,果実フレーバー／着色炭酸飲料,PD03889,200,24,4800
2020/3/22,CS005254,106,果汁入り飲料（ネクター類）,PD03478,120,120,14400
2020/3/22,CS007198,80,ブレンド茶飲料,PD08661,150,77,11550
2020/3/22,CS004000,79,コーヒー,PD03433,200,85,17000
2020/3/22,CS005968,82,スポーツ飲料等,PD06743,150,42,6300
2020/3/22,CS000921,24,ミネラルウォーター類,PD07759,200,21,4200
2020/3/22,CS008477,388,むぎ茶飲料,PD02492,150,26,3900
2020/3/22,CS004392,103,ミネラルウォーター類,PD03692,200,38,7600
2020/3/22,CS000030,80,栄養ドリンク炭酸飲料,PD07558,150,46,6900
2020/3/22,CS009530,108,コーヒー,PD03933,200,116,23200
2020/3/22,CS008430,22,むぎ茶飲料,PD04378,150,53,7950
2020/3/22,CS003737,22,コーヒー,PD04976,150,20,3000
2020/3/22,CS004000,79,ミネラルウォーター類,PD04251,150,47,7050
2020/3/22,CS000734,57,栄養ドリンク炭酸飲料,PD08224,200,35,7000
2020/3/22,CS007425,55,ミネラルウォーター類,PD07765,200,51,10200
2020/3/22,CS006724,51,コーラ炭酸飲料,PD01942,100,30,3000
2020/3/22,CS000030,80,むぎ茶飲料,PD04168,100,55,5500
2020/3/22,CS000778,18,コーヒー,PD07511,200,4,800
2020/3/22,CS000921,24,コーヒー,PD01839,150,27,4050
2020/3/22,CS004465,54,ブレンド茶飲料,PD04580,120,27,3240
2020/3/22,CS000965,6,ミネラルウォーター類,PD08750,150,4,600
2020/3/22,CS008910,400,むぎ茶飲料,PD03931,100,54,5400
2020/3/22,CS004465,54,スポーツ飲料等,PD05562,150,51,7650
2020/3/23,CS008625,7,果実フレーバー／着色炭酸飲料,PD09837,150,19,2850
2020/3/23,CS006358,66,果実ジュース（果汁100%）,PD05267,150,39,5850
2020/3/23,CS003277,7,栄養ドリンク炭酸飲料,PD09228,150,20,3000
2020/3/23,CS003260,40,コーヒー,PD04081,150,35,5250
2020/3/23,CS004001,458,コーヒー,PD03697,150,44,6600
2020/3/23,CS000396,23,コーヒー,PD06798,200,8,1600
2020/3/23,CS008910,400,果汁入り炭酸飲料（5%以上10%未満）,PD06389,200,396,79200
2020/3/23,CS000921,24,むぎ茶飲料,PD02492,150,38,5700
2020/3/23,CS009137,80,コーラ炭酸飲料,PD07003,150,74,11100
2020/3/23,CS000409,24,ミネラルウォーター類,PD07493,200,33,6600
2020/3/23,CS007379,231,むぎ茶飲料,PD08042,120,50,6000
2020/3/23,CS002266,23,ミネラルウォーター類,PD07154,100,26,2600
2020/3/23,CS008306,113,豆乳類等,PD08805,150,57,8550
2020/3/23,CS000734,57,ミネラルウォーター類,PD07542,150,54,8100
2020/3/23,CS001036,26,スポーツ飲料等,PD02283,200,38,7600
2020/3/23,CS006190,33,むぎ茶飲料,PD03729,200,17,3400
2020/3/23,CS000921,24,コーヒー,PD05231,150,47,7050
2020/3/23,CS000386,30,果実ジュース（果汁100%）,PD05267,150,41,6150
2020/3/23,CS008799,106,コーヒー,PD07244,200,32,6400
2020/3/24,CS006334,98,コーヒー入り乳飲料,PD03351,200,44,8800
2020/3/24,CS006237,141,ミネラルウォーター類,PD08918,150,53,7950
2020/3/24,CS000896,79,ミネラルウォーター類,PD02614,200,48,9600
2020/3/24,CS001690,14,スポーツ飲料等,PD03657,150,20,3000
2020/3/24,CS003012,66,ミネラルウォーター類,PD02358,150,65,9750
2020/3/24,CS004465,54,ミネラルウォーター類,PD09903,100,52,5200
2020/3/24,CS008858,100,ミネラルウォーター類,PD08918,150,124,18600
2020/3/24,CS003971,10,ミネラルウォーター類,PD07783,200,36,7200
2020/3/24,CS004000,79,コーヒー,PD06606,150,70,10500
2020/3/24,CS001621,58,果実フレーバー／着色炭酸飲料,PD07299,200,37,7400
2020/3/24,CS006094,122,コーヒー,PD05449,100,105,10500
2020/3/24,CS004465,54,果実フレーバー／着色炭酸飲料,PD03889,200,39,7800
2020/3/24,CS007379,231,スポーツ飲料等,PD02930,150,39,5850
2020/3/24,CS006190,33,ミネラルウォーター類,PD09719,200,33,6600
2020/3/24,CS005761,122,栄養ドリンク炭酸飲料,PD04693,150,49,7350
2020/3/24,CS007383,93,コーヒー,PD01758,200,47,9400
2020/3/24,CS005896,24,スポーツ飲料等,PD00829,100,24,2400
2020/3/24,CS005995,22,コーヒー,PD05484,150,35,5250
2020/3/24,CS001842,32,コーヒー,PD01811,150,37,5550
2020/3/24,CS008365,16,ミネラルウォーター類,PD07487,200,24,4800
2020/3/24,CS004124,75,スポーツ飲料等,PD00559,150,38,5700
2020/3/24,CS000734,57,ミネラルウォーター類,PD07765,200,35,7000
2020/3/24,CS008625,7,コーラ炭酸飲料,PD01671,150,12,1800
2020/3/24,CS003012,66,コーヒー,PD01117,100,64,6400
2020/3/25,CS000734,57,コーヒー,PD03676,100,40,4000
2020/3/25,CS007130,87,コーヒー,PD05231,150,99,14850
2020/3/25,CS005564,126,ミネラルウォーター類,PD00854,150,44,6600
2020/3/25,CS008076,18,ミネラルウォーター類,PD07389,150,22,3300
2020/3/25,CS008799,106,コーヒー,PD07959,150,93,13950
2020/3/25,CS007150,8,ミネラルウォーター類,PD01159,150,21,3150
2020/3/25,CS000778,18,ミネラルウォーター類,PD01045,200,15,3000
2020/3/25,CS000730,70,ミネラルウォーター類,PD09096,150,34,5100
2020/3/25,CS003925,40,スポーツ飲料等,PD03166,150,50,7500
2020/3/25,CS004392,103,スポーツ飲料等,PD09619,120,27,3240
2020/3/25,CS000896,79,豆乳類等,PD00195,200,69,13800
2020/3/25,CS003277,7,コーヒー,PD02092,150,18,2700
2020/3/25,CS003012,66,ミネラルウォーター類,PD00508,200,43,8600
2020/3/25,CS000030,80,ミネラルウォーター類,PD04251,150,42,6300
2020/3/25,CS000409,24,ミネラルウォーター類,PD05472,200,22,4400
2020/3/26,CS004001,458,ミネラルウォーター類,PD06664,150,462,69300
2020/3/26,CS007974,224,豆乳類等,PD07885,150,39,5850
2020/3/26,CS005432,320,ウーロン系飲料,PD06783,150,33,4950
2020/3/26,CS008999,43,スポーツ飲料等,PD05562,150,32,4800
2020/3/26,CS009137,80,コーヒー,PD03374,200,33,6600
2020/3/26,CS006237,141,ウーロン系飲料,PD01272,100,30,3000
2020/3/26,CS007974,224,果汁入り炭酸飲料（5%以上10%未満）,PD02589,150,227,34050
2020/3/26,CS001036,26,むぎ茶飲料,PD07733,100,24,2400
2020/3/27,CS000778,18,スポーツ飲料等,PD00875,150,9,1350
2020/3/27,CS006627,58,豆乳類等,PD09180,150,52,7800
2020/3/27,CS008365,16,ブレンド茶飲料,PD03915,100,30,3000
2020/3/27,CS003113,30,むぎ茶飲料,PD03247,150,50,7500
2020/3/27,CS001621,58,コーヒー,PD05734,150,48,7200
2020/3/27,CS008858,100,ミネラルウォーター類,PD04628,150,45,6750
2020/3/27,CS004465,54,スポーツ飲料等,PD09248,200,35,7000
2020/3/27,CS000535,193,スポーツ飲料等,PD05562,150,179,26850
2020/3/27,CS003737,22,ミネラルウォーター類,PD04814,200,20,4000
2020/3/27,CS009123,397,コーヒー,PD08741,120,403,48360
2020/3/27,CS004124,75,コーラ炭酸飲料,PD06810,100,77,7700
2020/3/27,CS009473,38,むぎ茶飲料,PD01009,150,21,3150
2020/3/27,CS006358,66,コーヒー,PD07855,150,60,9000
2020/3/27,CS004000,79,スポーツ飲料等,PD08236,150,67,10050
2020/3/27,CS000896,79,スポーツ飲料等,PD08196,150,77,11550
2020/3/27,CS000965,6,コーヒー,PD05741,200,31,6200
2020/3/27,CS008910,400,ミネラルウォーター類,PD09384,150,406,60900
2020/3/27,CS008910,400,ミネラルウォーター類,PD05157,100,22,2200
2020/3/27,CS009123,397,コーラ炭酸飲料,PD05378,150,45,6750
2020/3/27,CS000965,6,栄養ドリンク炭酸飲料,PD04612,150,39,5850
2020/3/27,CS006662,13,スポーツ飲料等,PD04062,200,28,5600
2020/3/27,CS003958,53,果汁入り飲料（ネクター類）,PD09060,200,48,9600
2020/3/27,CS007383,93,ミネラルウォーター類,PD01799,150,48,7200
2020/3/27,CS000921,24,コーヒー入り乳飲料,PD00510,150,24,3600
2020/3/27,CS004001,458,スポーツ飲料等,PD07825,100,460,46000
2020/3/27,CS007425,55,ミネラルウォーター類,PD00752,200,33,6600
2020/3/28,CS007040,242,ミネラルウォーター類,PD04956,200,43,8600
2020/3/28,CS004000,79,ミネラルウォーター類,PD09596,150,48,7200
2020/3/28,CS007131,71,ミネラルウォーター類,PD04088,200,42,8400
2020/3/28,CS005896,24,果実ジュース（果汁100%）,PD07120,150,48,7200
2020/3/28,CS000535,193,ミネラルウォーター類,PD01799,150,57,8550
2020/3/28,CS008365,16,ミネラルウォーター類,PD05370,150,38,5700
2020/3/28,CS007462,57,コーヒー,PD04976,150,50,7500
2020/3/28,CS004234,126,むぎ茶飲料,PD07195,150,119,17850
2020/3/28,CS005254,106,果汁入り炭酸飲料（5%以上10%未満）,PD06538,150,40,6000
2020/3/28,CS004361,71,果汁入り炭酸飲料（5%以上10%未満）,PD01071,150,74,11100
2020/3/28,CS000730,70,ミネラルウォーター類,PD09096,150,99,14850
2020/3/28,CS003184,259,ミネラルウォーター類,PD01753,120,273,32760
2020/3/28,CS008306,113,ミネラルウォーター類,PD02116,200,110,22000
2020/3/28,CS003971,10,コーヒー,PD04445,150,34,5100
2020/3/28,CS005968,82,ミネラルウォーター類,PD06349,150,86,12900
2020/3/28,CS000921,24,ミネラルウォーター類,PD06419,150,2,300
2020/3/28,CS006190,33,コーヒー,PD08522,150,29,4350
2020/3/28,CS007279,282,ミネラルウォーター類,PD00469,150,287,43050
2020/3/28,CS000896,79,むぎ茶飲料,PD07195,150,51,7650
2020/3/28,CS006190,33,コーヒー,PD04785,150,30,4500
2020/3/28,CS009473,38,果汁入り炭酸飲料（5%以上10%未満）,PD04430,150,33,4950
2020/3/28,CS007130,87,コーヒー,PD05656,150,98,14700
2020/3/28,CS007130,87,コーヒー,PD01367,150,90,13500
2020/3/29,CS005564,126,ミネラルウォーター類,PD09268,100,40,4000
2020/3/29,CS004630,105,コーラ炭酸飲料,PD05687,150,102,15300
2020/3/29,CS005114,86,スポーツ飲料等,PD09875,150,65,9750
2020/3/29,CS007040,242,栄養ドリンク炭酸飲料,PD07558,150,39,5850
2020/3/29,CS000662,67,むぎ茶飲料,PD00202,150,71,10650
2020/3/29,CS009137,80,コーヒー,PD01532,150,38,5700
2020/3/29,CS005761,122,ミネラルウォーター類,PD07389,150,28,4200
2020/3/29,CS007425,55,果実ジュース（果汁100%）,PD03796,100,47,4700
2020/3/29,CS000730,70,スポーツ飲料等,PD00212,150,41,6150
2020/3/29,CS005472,152,ミネラルウォーター類,PD01817,150,140,21000
2020/3/29,CS008239,159,果汁入り炭酸飲料（5%以上10%未満）,PD09263,100,169,16900
2020/3/29,CS004124,75,スポーツ飲料等,PD07323,120,42,5040
2020/3/29,CS007600,12,コーヒー入り乳飲料,PD00510,150,57,8550
2020/3/29,CS006094,122,ミネラルウォーター類,PD06002,150,110,16500
2020/3/29,CS008799,106,コーヒー,PD04449,150,113,16950
2020/3/29,CS003925,40,ミネラルウォーター類,PD07765,200,27,5400
2020/3/29,CS008239,159,果実ジュース（果汁100%）,PD04788,150,167,25050
2020/3/29,CS000557,64,コーヒー,PD02071,200,64,12800
2020/3/29,CS008477,388,スポーツ飲料等,PD05236,200,378,75600
2020/3/29,CS006358,66,ミネラルウォーター類,PD06882,200,70,14000
2020/3/30,CS004448,11,果汁入り炭酸飲料（5%以上10%未満）,PD01530,150,18,2700
2020/3/30,CS002266,23,ミネラルウォーター類,PD06182,150,33,4950
2020/3/30,CS008999,43,果実フレーバー／着色炭酸飲料,PD04928,150,42,6300
2020/3/30,CS006237,141,ミネラルウォーター類,PD01045,200,148,29600
2020/3/30,CS007040,242,果実ジュース（果汁100%）,PD01926,150,28,4200
2020/3/30,CS007131,71,果実ジュース（果汁100%）,PD05083,150,30,4500
2020/3/30,CS005564,126,果汁入り炭酸飲料（5%以上10%未満）,PD09616,150,125,18750
2020/3/30,CS007150,8,コーヒー,PD02868,200,16,3200
2020/3/30,CS003184,259,果実ジュース（果汁100%）,PD00294,150,28,4200
2020/3/30,CS006726,80,ミネラルウォーター類,PD07592,200,88,17600
2020/3/30,CS000535,193,コーヒー,PD05734,150,199,29850
2020/3/30,CS000778,18,果実ジュース（果汁100%）,PD03678,200,24,4800
2020/3/30,CS008477,388,コーラ炭酸飲料,PD06669,150,26,3900
2020/3/30,CS000396,23,果実フレーバー／着色炭酸飲料,PD07333,150,40,6000
2020/3/30,CS007379,231,むぎ茶飲料,PD05110,200,32,6400
2020/3/30,CS003737,22,むぎ茶飲料,PD05065,150,30,4500
2020/3/31,CS006237,141,ブレンド茶飲料,PD00356,200,135,27000
2020/3/31,CS005761,122,むぎ茶飲料,PD01073,200,27,5400
2020/3/31,CS003377,7,コーヒー,PD04449,150,12,1800
2020/3/31,CS006358,66,コーヒー,PD05734,150,55,8250
2020/3/31,CS006724,51,果実ジュース（果汁100%）,PD07555,100,45,4500
2020/3/31,CS003260,40,コーヒー,PD09813,200,65,13000
2020/3/31,CS003925,40,スポーツ飲料等,PD05791,120,38,4560
2020/3/31,CS006726,80,コーヒー,PD08942,150,84,12600
2020/3/31,CS004000,79,コーヒー,PD05884,100,83,8300
2020/3/31,CS001690,14,コーラ炭酸飲料,PD00137,200,39,7800
2020/3/31,CS004392,103,コーラ炭酸飲料,PD01275,150,103,15450
2020/3/31,CS007776,131,ウーロン系飲料,PD01272,100,144,14400
2020/4/1,CS004630,105,ミネラルウォーター類,PD05191,150,26,3900
2020/4/1,CS004971,45,ミネラルウォーター類,PD01763,100,37,3700
2020/4/1,CS000821,25,スポーツ飲料等,PD00726,150,42,6300
2020/4/1,CS004897,186,ミネラルウォーター類,PD02445,100,185,18500
2020/4/1,CS006190,33,むぎ茶飲料,PD09584,150,51,7650
2020/4/1,CS000386,30,スポーツ飲料等,PD05166,150,12,1800
2020/4/1,CS001611,68,果汁入り炭酸飲料（5%以上10%未満）,PD01604,200,40,8000
2020/4/1,CS000734,57,コーヒー,PD07511,200,53,10600
2020/4/1,CS004000,79,ミネラルウォーター類,PD07891,200,84,16800
2020/4/1,CS008430,22,ミネラルウォーター類,PD04544,200,30,6000
2020/4/1,CS007150,8,ウーロン系飲料,PD06249,200,19,3800
2020/4/1,CS004630,105,栄養ドリンク炭酸飲料,PD03397,120,100,12000
2020/4/1,CS004234,126,コーヒー,PD08522,150,113,16950
2020/4/1,CS009473,38,スポーツ飲料等,PD00176,150,30,4500
2020/4/1,CS007974,224,ミネラルウォーター類,PD02574,200,9,1800
2020/4/1,CS004124,75,ブレンド茶飲料,PD01495,200,49,9800
2020/4/1,CS003012,66,コーヒー,PD02852,100,59,5900
2020/4/1,CS005679,124,ミネラルウォーター類,PD04710,150,133,19950
2020/4/1,CS000896,79,豆乳類等,PD05511,150,37,5550
2020/4/2,CS009137,80,スポーツ飲料等,PD05613,150,96,14400
2020/4/2,CS006627,58,ミネラルウォーター類,PD06190,100,42,4200
2020/4/2,CS004001,458,ミネラルウォーター類,PD00142,150,48,7200
2020/4/2,CS009706,16,むぎ茶飲料,PD03699,150,38,5700
2020/4/2,CS007412,148,コーヒー,PD05927,200,136,27200
2020/4/2,CS008646,7,ミネラルウォーター類,PD03756,150,9,1350
2020/4/2,CS000183,122,ミネラルウォーター類,PD01539,150,41,6150
2020/4/2,CS003184,259,スポーツ飲料等,PD09328,100,262,26200
2020/4/2,CS005968,82,コーヒー,PD04449,150,45,6750
2020/4/2,CS001690,14,コーヒー,PD05671,150,24,3600
2020/4/2,CS009706,16,コーヒー,PD05734,150,17,2550
2020/4/2,CS007425,55,ミネラルウォーター類,PD01962,150,67,10050
2020/4/2,CS007379,231,ミネラルウォーター類,PD02147,120,219,26280
2020/4/2,CS008365,16,ミネラルウォーター類,PD00826,150,2,300
2020/4/2,CS003277,7,コーヒー,PD05671,150,48,7200
2020/4/2,CS000396,23,ブレンド茶飲料,PD06266,100,12,1200
2020/4/2,CS007974,224,スポーツ飲料等,PD05931,120,222,26640
2020/4/2,CS007150,8,栄養ドリンク炭酸飲料,PD03256,120,14,1680
2020/4/2,CS007425,55,むぎ茶飲料,PD04402,150,53,7950
2020/4/2,CS006237,141,果実ジュース（果汁100%）,PD00278,200,45,9000
2020/4/2,CS009473,38,果汁入り炭酸飲料（5%以上10%未満）,PD00325,150,39,5850
2020/4/3,CS008101,23,スポーツ飲料等,PD02316,120,24,2880
2020/4/3,CS003260,40,ブレンド茶飲料,PD00356,200,29,5800
2020/4/3,CS000396,23,果汁入り炭酸飲料（5%以上10%未満）,PD00743,150,13,1950
2020/4/3,CS000396,23,ミネラルウォーター類,PD05548,200,33,6600
2020/4/3,CS007040,242,ミネラルウォーター類,PD02614,200,43,8600
2020/4/3,CS000734,57,ミネラルウォーター類,PD00322,200,55,11000
2020/4/3,CS007279,282,ウーロン系飲料,PD01713,200,46,9200
2020/4/3,CS000396,23,コーラ炭酸飲料,PD05464,200,35,7000
2020/4/3,CS004465,54,スポーツ飲料等,PD06191,100,34,3400
2020/4/3,CS000921,24,ミネラルウォーター類,PD00472,120,20,2400
2020/4/3,CS003277,7,コーヒー,PD04473,200,5,1000
2020/4/3,CS007130,87,栄養ドリンク炭酸飲料,PD05346,150,52,7800
2020/4/3,CS000662,67,ミネラルウォーター類,PD04814,200,29,5800
2020/4/3,CS007974,224,ブレンド茶飲料,PD09054,150,214,32100
2020/4/4,CS008625,7,ミネラルウォーター類,PD01962,150,42,6300
2020/4/4,CS000030,80,むぎ茶飲料,PD04005,150,29,4350
2020/4/4,CS008101,23,豆乳類等,PD09437,100,55,5500
2020/4/4,CS000769,94,ウーロン系飲料,PD03052,120,72,8640
2020/4/4,CS009706,16,ミネラルウォーター類,PD08795,150,4,600
2020/4/4,CS008646,7,コーラ炭酸飲料,PD02600,150,37,5550
2020/4/4,CS007379,231,スポーツ飲料等,PD00647,200,227,45400
2020/4/4,CS008625,7,むぎ茶飲料,PD00407,200,22,4400
2020/4/4,CS002266,23,コーヒー,PD07695,150,38,5700
2020/4/4,CS006190,33,コーヒー,PD00696,150,38,5700
2020/4/4,CS001690,14,果実ジュース（果汁100%）,PD01926,150,8,1200
2020/4/4,CS004124,75,コーヒー,PD03433,200,25,5000
2020/4/4,CS006724,51,コーヒー,PD07640,150,49,7350
2020/4/4,CS007974,224,ミネラルウォーター類,PD03575,100,33,3300
2020/4/4,CS001611,68,豆乳類等,PD06115,200,49,9800
2020/4/4,CS004465,54,コーラ炭酸飲料,PD03895,150,31,4650
2020/4/4,CS001690,14,豆乳類等,PD08805,150,13,1950
2020/4/4,CS003012,66,ミネラルウォーター類,PD07542,150,42,6300
2020/4/4,CS001690,14,コーヒー,PD03374,200,7,1400
2020/4/4,CS000030,80,ミネラルウォーター類,PD08147,100,38,3800
2020/4/4,CS003012,66,コーヒー,PD04081,150,72,10800
2020/4/4,CS008799,106,ミネラルウォーター類,PD09719,200,43,8600
2020/4/4,CS004465,54,果汁入り炭酸飲料（5%以上10%未満）,PD03992,200,50,10000
2020/4/4,CS005472,152,ウーロン系飲料,PD06718,200,159,31800
2020/4/5,CS003925,40,ミネラルウォーター類,PD03943,150,35,5250
2020/4/5,CS007150,8,スポーツ飲料等,PD09875,150,14,2100
2020/4/5,CS003377,7,むぎ茶飲料,PD03699,150,7,1050
2020/4/5,CS004000,79,コーヒー,PD02916,200,12,2400
2020/4/5,CS000409,24,果実ジュース（果汁100%）,PD00654,150,31,4650
2020/4/5,CS007462,57,ミネラルウォーター類,PD03218,200,36,7200
2020/4/5,CS006724,51,コーヒー,PD06806,150,73,10950
2020/4/5,CS000183,122,コーヒー,PD03676,100,115,11500
2020/4/5,CS004000,79,コーラ炭酸飲料,PD07690,120,66,7920
2020/4/5,CS004630,105,ミネラルウォーター類,PD08008,150,107,16050
2020/4/5,CS000778,18,コーラ炭酸飲料,PD06931,150,4,600
2020/4/5,CS003277,7,ミネラルウォーター類,PD09390,200,7,1400
2020/4/5,CS008076,18,果汁入り炭酸飲料（5%以上10%未満）,PD00058,150,52,7800
2020/4/5,CS007379,231,豆乳類等,PD07752,200,212,42400
2020/4/5,CS001842,32,ミネラルウォーター類,PD08580,150,40,6000
2020/4/5,CS008625,7,コーヒー,PD06998,150,8,1200
2020/4/5,CS004971,45,コーラ炭酸飲料,PD00426,200,57,11400
2020/4/6,CS007776,131,豆乳類等,PD03098,150,141,21150
2020/4/6,CS005896,24,むぎ茶飲料,PD07593,200,37,7400
2020/4/6,CS000896,79,ミネラルウォーター類,PD08050,100,35,3500
2020/4/6,CS008365,16,コーラ炭酸飲料,PD06931,150,35,5250
2020/4/6,CS004392,103,スポーツ飲料等,PD02847,150,30,4500
2020/4/6,CS003260,40,ミネラルウォーター類,PD03790,150,34,5100
2020/4/6,CS000396,23,ミネラルウォーター類,PD00075,150,17,2550
2020/4/6,CS004392,103,果汁入り炭酸飲料（5%以上10%未満）,PD09616,150,24,3600
2020/4/6,CS004392,103,コーヒー,PD00344,150,92,13800
2020/4/6,CS000921,24,むぎ茶飲料,PD03699,150,29,4350
2020/4/6,CS003260,40,果実ジュース（果汁100%）,PD02266,200,22,4400
2020/4/6,CS008910,400,コーラ炭酸飲料,PD00426,200,35,7000
